55	3	2	2	1	1	1	3	3	4	1
56	2	5	5	1	3	1	5	4	5	1
57	4	3	5	1	1	1	5	3	4	1
58	2	5	5	1	2	2	5	5	5	1
59	1	4	3	2	3	2	3	3	4	1
60	4	3	3	2	1	1	3	2	3	1
61	1	3	5	3	3	1	1	1	2	1
62	3	4	4	3	1	1	4	4	3	1
63	3	4	4	1	3	1	4	4	5	1
64	3	3	4	2	2	1	3	3	4	2
65	1	5	4	2	2	4	3	5	2	1
66	2	3	2	3	2	1	3	2	2	2
67	3	4	3	3	3	1	2	2	4	1
68	1	1	3	4	1	3	2	3	1	2
69	1	4	5	2	4	2	5	5	5	2
70	5	3	4	5	1	4	1	3	3	3
71	1	2	3	1	1	1	3	2	3	1
72	1	4	4	1	1	1	5	4	3	1
73	1	3	3	1	1	1	4	3	4	1
74	1	3	1	1	1	1	4	3	3	1
75	1	4	4	1	1	1	4	4	3	1
76	1	3	3	1	1	1	3	3	4	1
77	1	4	5	1	1	1	4	4	5	1
78	1	3	3	1	1	1	2	2	3	1
79	1	2	4	1	1	1	4	4	4	1
80	1	5	4	1	1	1	5	5	5	1
81	1	4	4	1	1	1	4	4	4	1
82	1	4	5	1	1	1	4	4	3	1
83	1	4	3	1	1	1	4	4	3	1
84	1	3	3	1	1	1	3	3	3	1
85	1	4	5	1	1	1	3	3	3	1
86	1	3	4	1	1	1	5	4	2	1
87	1	4	4	1	1	1	4	4	4	1
88	1	3	3	1	1	1	4	4	3	1
89	1	5	5	1	1	1	5	5	5	1
90	1	4	2	1	1	1	3	3	3	1
91	1	4	4	1	1	1	5	5	4	1
92	1	2	3	1	1	1	4	3	4	1
93	1	2	3	2	1	1	3	3	2	1
94	1	4	3	2	1	1	3	3	3	1
95	2	4	4	1	1	1	4	5	4	1
96	1	3	2	2	1	1	2	2	2	1
97	1	4	2	1	2	1	5	4	4	1
98	1	4	3	2	1	1	2	2	2	1
99	1	3	3	2	1	1	3	2	2	1
100	1	3	2	1	2	1	5	4	5	1
101	2	4	5	1	1	1	5	5	5	2
102	1	2	2	1	1	2	4	3	4	2
103	2	4	3	1	2	1	2	3	3	1
104	1	1	2	1	3	1	2	2	2	1
105	1	1	1	3	1	1	1	1	1	1
106	2	4	3	1	2	1	4	4	3	2
107	2	3	4	2	2	1	4	4	1	1
108	2	4	2	3	1	1	3	3	2	1
109	2	2	2	1	3	1	2	2	2	1
110	1	2	3	2	2	2	4	3	3	1
111	1	4	4	3	3	1	3	4	3	1
112	2	5	4	1	3	1	5	5	3	2
113	2	2	1	1	2	2	2	2	2	2
114	2	3	1	2	2	1	3	3	3	2
115	1	3	2	4	1	2	1	2	3	2
116	4	3	1	2	2	1	3	3	3	1
117	2	4	4	2	2	2	5	5	4	2
118	2	4	4	1	2	4	2	3	2	2
119	4	3	4	3	2	1	4	3	4	1
120	4	5	5	2	2	1	5	5	3	2
121	3	3	4	3	3	2	4	4	4	1
122	3	3	3	1	5	2	4	4	4	1
123	4	2	3	2	4	3	2	2	3	3
124	3	4	5	5	3	5	4	5	4	1
125	4	4	5	3	2	4	5	4	4	4
126	4	1	3	4	5	4	3	1	3	4
127	1	3	3	1	1	1	4	3	5	1
128	1	3	3	1	1	1	4	4	4	1
129	1	3	4	1	1	1	4	3	3	1
130	1	3	4	1	1	1	3	4	4	1
131	1	2	4	1	1	1	4	3	3	1
132	1	2	5	1	1	1	3	2	4	1
133	1	1	3	1	1	1	2	1	3	1
134	1	3	4	1	1	1	3	3	2	1
135	1	3	4	1	1	1	3	4	3	1
136	1	4	4	1	1	1	4	4	4	1
137	1	3	2	1	1	1	2	4	3	1
138	1	1	4	1	1	1	3	2	2	1
139	1	3	3	1	1	1	3	3	2	1
140	1	3	4	1	1	1	4	3	4	1
141	1	2	2	1	1	1	2	1	3	1
142	1	4	3	1	1	1	4	3	3	1
143	1	2	2	1	1	1	2	2	2	1
144	1	3	2	1	1	1	3	3	4	1
145	1	4	3	1	1	1	4	5	5	1
146	1	4	5	1	1	1	4	3	5	1
147	1	3	3	1	1	1	3	3	3	1
148	1	3	2	1	1	1	3	3	3	1
149	1	3	5	1	1	1	4	4	4	1
150	1	3	3	1	1	1	3	3	3	1
151	1	5	4	1	1	1	4	4	4	1
152	1	3	1	2	1	1	1	2	2	1
153	2	2	2	1	1	1	1	1	2	1
154	1	3	4	1	2	1	4	4	3	1
155	1	3	4	2	1	1	3	3	2	1
156	2	5	4	1	1	1	4	4	3	1
157	1	4	1	1	1	1	4	3	2	2
158	1	3	4	1	2	1	3	4	4	1
159	1	3	5	1	2	1	5	5	5	1
160	2	4	3	1	1	1	5	4	4	1
161	1	4	4	1	2	1	5	5	4	1
162	2	4	4	1	1	1	2	2	3	1
163	2	4	4	1	1	1	3	4	4	1
164	1	3	1	1	2	1	1	1	1	1
165	2	4	5	2	1	1	4	4	4	1
166	1	2	2	1	3	1	2	2	2	1
167	1	3	3	1	3	1	4	3	2	1
168	1	3	2	1	2	1	3	3	3	2
169	1	3	2	2	2	1	3	3	3	1
170	1	4	3	2	1	1	4	4	4	2
171	1	2	2	1	2	1	2	2	2	2
172	2	3	1	1	2	1	3	3	3	1
173	1	3	2	2	2	1	5	5	3	2
174	1	3	4	2	3	1	3	3	4	1
175	1	4	5	3	1	1	3	4	4	2
176	1	3	4	2	3	1	1	4	3	1
177	3	3	4	2	1	1	4	4	4	1
178	1	2	1	1	3	2	2	2	3	1
179	2	4	3	1	4	1	2	3	3	1
180	1	4	5	4	1	2	4	4	4	1
181	2	3	1	2	2	2	1	1	1	1
182	2	1	2	3	2	1	4	3	3	1
183	2	4	3	2	2	2	5	4	2	1
184	2	3	5	2	2	1	3	3	4	3
185	1	4	4	4	1	2	4	3	4	2
186	1	1	1	3	2	1	4	2	2	3
187	4	4	2	1	3	2	4	4	4	2
188	4	2	4	4	4	1	3	2	3	1
189	2	3	2	5	1	5	3	3	2	1
190	3	4	3	3	2	3	5	5	4	3
191	4	3	4	4	2	3	4	4	4	3
192	4	3	3	5	5	4	4	3	4	5
193	4	5	4	5	5	5	5	5	4	4
194	1	3	4	1	1	1	2	2	3	1
195	1	4	4	1	1	1	4	4	4	1
196	1	1	2	1	1	1	1	1	2	1
197	1	3	2	1	1	1	1	2	3	1
198	1	3	3	1	1	1	2	3	3	1
199	1	4	3	1	1	1	3	2	2	1
200	1	4	5	1	1	1	4	4	3	1
